"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"1638","Netherlands",12.1696,-68.99,14,2737,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0812459696195785,15.8835870606276,19550
"1639","Netherlands",12.1696,-68.99,14,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0812459696195785,0,0
"1640","Netherlands",18.0425,-63.0548,50,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.29016417721278,0,0
"1641","Netherlands",18.0425,-63.0548,50,1,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.29016417721278,0.00580328354425561,2
"1642","Netherlands",18.0425,-63.0548,50,9,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.29016417721278,0.0522295518983005,18
"1643","Netherlands",18.0425,-63.0548,50,2737,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.29016417721278,15.8835870606276,5474
"1644","Netherlands",18.0425,-63.0548,50,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.29016417721278,0,0
"1645","Netherlands",52.1326,5.2913,25587,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",148.488616046868,0,0
"1646","Netherlands",52.1326,5.2913,25587,1,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",148.488616046868,0.00580328354425561,0.00390823465040841
"1647","Netherlands",52.1326,5.2913,25587,9,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",148.488616046868,0.0522295518983005,0.0351741118536757
"1648","Netherlands",52.1326,5.2913,25587,2737,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",148.488616046868,15.8835870606276,10.6968382381678
"1649","Netherlands",52.1326,5.2913,25587,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",148.488616046868,0,0
"1650","Netherlands",12.1784,-68.2385,3,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0174098506327668,0,0
"1651","Netherlands",12.1784,-68.2385,3,1,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0174098506327668,0.00580328354425561,33.3333333333333
"1652","Netherlands",12.1784,-68.2385,3,9,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0174098506327668,0.0522295518983005,300
"1653","Netherlands",12.1784,-68.2385,3,2737,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0174098506327668,15.8835870606276,91233.3333333333
"1654","Netherlands",12.1784,-68.2385,3,0,"NLD",33690,511.457910359157,1131690,55022.918199869,81.7609756097561,16.1081587098378,64.6956486568235,19.1961926333387,17231624,"NL","Europe & Central Asia","HIC","High income",0.0174098506327668,0,0
"1655","New Zealand",-40.9006,174.886,1330,4,"NZL",263310,18.5541756864532,1556875,37997.3539814059,81.8585365853659,19.6534314569849,64.694144015841,15.6524245271741,4841000,"NZ","East Asia & Pacific","HIC","High income",27.4736624664326,0.0826275562900227,0.300751879699248
"1656","Nicaragua",12.8654,-85.2072,9,1,"NIC",120340,53.7270483629716,1047923,1860.43853312621,74.275,30.2016811999565,64.5508213516632,5.24749744838026,6465513,"NI","Latin America & Caribbean ","LMC","Lower middle income",0.13920009131526,0.0154666768128067,11.1111111111111
"1657","Niger",17.6078,8.0817,529,12,"NER",1266700,17.7176505881424,1213781,403.485286590113,62.024,49.9843246094453,47.4206675078562,2.59500788269853,22442948,"NE","Sub-Saharan Africa ","LIC","Low income",2.3570878478175,0.0534689114816824,2.26843100189036
"1658","Nigeria",9.082,8.6753,323,10,"NGA",910770,215.064988965381,13463421,2396.31091419546,54.332,43.8666399781742,53.3859830164984,2.74737700532743,195874740,"NG","Sub-Saharan Africa ","LMC","Lower middle income",0.164901303761782,0.00510530352203658,3.09597523219814
"1659","North Macedonia",41.6086,21.7453,828,34,"MKD",25220,82.5915146708961,584208,5394.28847819909,75.688,16.5169996308133,69.8128189876219,13.6701813815648,2082958,"MK","Europe & Central Asia","UMC","Upper middle income",39.7511615692683,1.63229407410039,4.10628019323672
"1660","Norway",60.472,8.4689,6525,128,"NOR",365123.0078125,14.5549195374975,1012225,92077.574309644,82.8121951219512,17.5490383783174,65.4017394653615,17.0492221563211,5311916,"NO","Europe & Central Asia","HIC","High income",122.837032814525,2.40967665904355,1.96168582375479
"1661","Oman",21,57,599,4,"OMN",309500,15.6041453957997,1446563,15796.7730860886,77.633,22.2465059852286,75.3607070585134,2.39278695625796,4829483,"OM","Middle East & North Africa","HIC","High income",12.4029839218815,0.08282460048001,0.667779632721202
"1662","Pakistan",30.3753,69.3451,5230,91,"PAK",770880,275.289318700706,15400223,1197.84274427141,67.114,35.2698145995487,60.4174110891137,4.31277431133756,212215030,"PK","South Asia","LMC","Lower middle income",2.46448142716376,0.0428810343923331,1.73996175908222
"1663","Panama",8.538,-80.7821,3234,79,"PAN",74340,56.1860774818402,1783490,11723.9305639817,78.329,27.0623043241241,64.8329645962083,8.10473107966757,4176873,"PA","Latin America & Caribbean ","HIC","High income",77.4263426252127,1.89136705856271,2.44279529993816
"1664","Papua New Guinea",-6.315,143.9555,2,0,"PNG",452860,19.0043633794109,366862,2416.93307958171,64.263,35.8159344007888,60.738796347755,3.44526925145617,8606316,"PG","East Asia & Pacific","LMC","Lower middle income",0.0232387469853535,0,0
"1665","Paraguay",-23.4425,-58.4438,134,6,"PRY",397300,17.5083589227284,3222199,5396.48081204328,74.131,29.4405055961229,64.1292793944163,6.43021500946081,6956071,"PY","Latin America & Caribbean ","UMC","Upper middle income",1.9263748170483,0.0862555888230583,4.47761194029851
"1666","Peru",-9.19,-75.0152,7519,193,"PER",1280000,24.99160625,10390607,6453.56052508568,76.516,25.7906028460802,66.121004362089,8.08839279183076,31989256,"PE","Latin America & Caribbean ","UMC","Upper middle income",23.5047667254281,0.603327567230698,2.56683069557122
"1667","Philippines",13,122,4648,297,"PHL",298170,357.688305329175,13482468,3021.98686253681,71.095,30.9630402017999,63.9143910299006,5.12256876829946,106651922,"PH","East Asia & Pacific","LMC","Lower middle income",4.35810242594597,0.278475994084757,6.38984509466437
"1668","Poland",51.9194,19.1451,6674,232,"POL",306190,124.035886214442,1767798,16659.3321065175,77.7536585365854,15.052276813695,67.4299064237598,17.5178167625452,37974750,"PL","Europe & Central Asia","HIC","High income",17.5748359107038,0.610932264201871,3.47617620617321
"1669","Portugal",39.3999,-8.2245,16585,504,"PRT",91605.595703125,112.23945350807,2927316,23994.6624298675,81.7243902439025,13.4579078221324,64.5882346402803,21.9538575375873,10283822,"PT","Europe & Central Asia","HIC","High income",161.272725257205,4.90090162976372,3.03889056376244
"1670","Qatar",25.3548,51.1839,2979,7,"QAT",11610,239.593195521103,693373,63260.5584959583,80.1,13.5407641851225,85.08916547614,1.3700703387375,2781677,"QA","Middle East & North Africa","HIC","High income",107.093670472884,0.251646758412282,0.234978180597516
"1671","Romania",45.9432,24.9668,6300,316,"ROU",230080,84.6398470097357,1821380,11532.0634852715,75.409756097561,15.5345549605626,66.1267436456077,18.3387013938296,19466145,"RO","Europe & Central Asia","UMC","Upper middle income",32.3638809841394,1.62333117317271,5.01587301587302
"1672","Russia",60,90,15770,130,"RUS",16376870,8.82207955488442,12409738,11729.0891004034,72.6573170731707,17.9140805801319,67.4112110994962,14.6747083203719,144478050,"RU","Europe & Central Asia","UMC","Upper middle income",10.9151528553991,0.0899790660242161,0.82435003170577
"1673","Rwanda",-1.9403,29.8739,126,0,"RWA",24670,498.659870287799,1057836,824.518848408768,68.7,39.9755730179801,57.0862309044811,2.9381960775388,12301939,"RW","Sub-Saharan Africa ","LIC","Low income",1.02422878214564,0,0
"1674","Saint Kitts and Nevis",17.357822,-62.782998,12,0,"KNA",260,201.696153846154,NA,16942.6664176757,NA,NA,NA,NA,52441,"KN","Latin America & Caribbean ","HIC","High income",22.8828588318301,0,0
"1675","Saint Lucia",13.9094,-60.9789,15,0,"LCA",610,298.17868852459,NA,8485.27171394218,76.057,18.5288830000715,71.6645866435024,9.80653035642617,181889,"LC","Latin America & Caribbean ","UMC","Upper middle income",8.24678787612225,0,0
"1676","Saint Vincent and the Grenadines",12.9843,-61.2872,12,0,"VCT",390,282.589743589744,NA,6852.60660188886,72.415,22.5413071290525,67.8689060075673,9.58978686338024,110210,"VC","Latin America & Caribbean ","UMC","Upper middle income",10.8883041466292,0,0
"1677","San Marino",43.9424,12.4578,356,35,"SMR",60,563.083333333333,NA,NA,NA,NA,NA,NA,33785,"SM","Europe & Central Asia","HIC","High income",1053.72206600562,103.596270534261,9.8314606741573
"1678","Sao Tome and Principe",0.18636,6.613081,4,0,"STP",960,219.820833333333,NA,1297.35857228489,70.17,42.5199499592471,54.5543719316868,2.9256781090661,211028,"ST","Sub-Saharan Africa ","LMC","Lower middle income",1.89548306385882,0,0
"1679","Saudi Arabia",24,45,4462,59,"SAU",2149690,15.6766543082956,6906595,20819.7445742964,74.998,25.0428481279098,71.6430638491404,3.31408802294981,33699947,"SA","Middle East & North Africa","HIC","High income",13.2403769062307,0.175074459315915,1.32227700582698
"1680","Senegal",14.4974,-14.4524,280,2,"SEN",192530,82.3474783150678,2978419,1546.52015893317,67.665,43.0554303706314,53.8577459283503,3.08682370101833,15854360,"SN","Sub-Saharan Africa ","LMC","Lower middle income",1.76607570409654,0.0126148264578324,0.714285714285714
"1681","Serbia",44.0165,21.0059,3630,80,"SRB",87460,79.8317402241024,1389351,6886.50034784975,75.5390243902439,15.6896807521828,65.964526556121,18.3457926916963,6982604,"RS","Europe & Central Asia","UMC","Upper middle income",51.9863363295412,1.14570438191826,2.20385674931129
"1682","Seychelles",-4.6796,55.492,11,0,"SYC",460,210.352173913043,NA,14385.3018089603,72.8414634146341,23.6353711790393,68.7700832166104,7.59454560435034,96762,"SC","Sub-Saharan Africa ","HIC","High income",11.3680990471466,0,0
"1683","Sierra Leone",8.460555,-11.779889,10,0,"SLE",72180,105.987170961485,1135949,472.825438057198,54.309,41.0596393534767,55.9738044352072,2.96655621131612,7650154,"SL","Sub-Saharan Africa ","LIC","Low income",0.130716322834808,0,0
"1684","Singapore",1.2833,103.8333,2532,8,"SGP",709.000015258789,7952.9984184018,5791901,58247.8726396071,83.1463414634146,12.2782826362627,76.2583371703582,11.4633801933791,5638676,"SG","East Asia & Pacific","HIC","High income",44.904158352067,0.141877277573672,0.315955766192733
"1685","Slovakia",48.669,19.699,742,2,"SVK",48080,113.290578202995,429920,20599.1468427086,77.1658536585366,15.4461367603311,68.9246167348919,15.629246504777,5446771,"SK","Europe & Central Asia","HIC","High income",13.6227500660483,0.0367190028734456,0.269541778975741
"1686","Slovenia",46.1512,14.9955,1205,53,"SVN",20141.9995117188,102.639859503382,NA,26768.3926429479,81.0292682926829,15.0217750478021,65.3713452980191,19.6068796541788,2073894,"SI","Europe & Central Asia","HIC","High income",58.1032588936561,2.55557902187865,4.39834024896266
"1687","Somalia",5.1521,46.1996,25,1,"SOM",627340,23.9234769024771,2081624,NA,57.068,46.5765840679638,50.5501049890906,2.87331094294556,15008154,"SO","Sub-Saharan Africa ","LIC","Low income",0.166576115890069,0.00666304463560275,4
"1688","South Africa",-30.5595,22.9375,2173,25,"ZAF",1213090,47.6301197767684,5485986,7433.61539826952,63.857,29.0794891477129,65.6025058468641,5.31800500542302,57779622,"ZA","Sub-Saharan Africa ","UMC","Upper middle income",3.76084149529396,0.0432678496927515,1.15048320294524
"1689","South Sudan",6.877,31.307,4,0,"SSD",NA,NA,368914,NA,57.604,41.8201214348455,54.7813956853029,3.39848287985152,10975920,"SS","Sub-Saharan Africa ","LIC","Low income",0.0364434143105999,0,0
"1690","Spain",40,-4,166831,17209,"ESP",499563.984375,93.5290582615872,6497124,32949.5819818571,83.3341463414634,14.6670011075355,65.954491369965,19.3785075224995,46796540,"ES","Europe & Central Asia","HIC","High income",356.502852561322,36.7740862892855,10.3152291840246
"1691","Sri Lanka",7,81,210,7,"LKA",62710,345.558922022006,599821,3936.45024606602,76.812,24.1970010216799,65.3297792245361,10.4732197537841,21670000,"LK","South Asia","UMC","Upper middle income",0.969081679741578,0.0323027226580526,3.33333333333333
"1692","Sudan",12.8628,30.2176,19,2,"SDN",NA,NA,5534079,1855.62629215613,65.095,40.5087918665567,55.9100476051919,3.58116052825144,41801533,"SD","Sub-Saharan Africa ","LMC","Lower middle income",0.0454528784865378,0.00478451352489872,10.5263157894737
"1693","Suriname",3.9193,-56.0278,10,1,"SUR",156000,3.69225,NA,8040.94011128172,71.57,27.170263372628,65.9233667251168,6.90636990225525,575991,"SR","Latin America & Caribbean ","UMC","Upper middle income",1.73613823827108,0.173613823827108,10
"1694","Sweden",63,16,10483,899,"SWE",407310,25.0010434312931,1582968,57921.3792813456,82.5121951219512,17.5817854599214,62.3226896122783,20.0955249278002,10175214,"SE","Europe & Central Asia","HIC","High income",103.024860214242,8.83519501408029,8.57578937327101
"1695","Switzerland",46.8182,8.2275,25415,1106,"CHE",39516.0009765625,215.521378417094,1370779,79214.3547914834,83.5512195121951,14.9109547691069,66.4658286661214,18.6232165647717,8513227,"CH","Europe & Central Asia","HIC","High income",298.535443727743,12.9915483282661,4.35176077119811
"1696","Syria",34.802075,38.996815,25,2,"SYR",183630,92.0671077710614,2319545,NA,71.779,31.4215408068559,64.0753347716682,4.50312442147583,16906283,"SY","Middle East & North Africa","LIC","Low income",0.14787401819785,0.011829921455828,8
"1697","Taiwan*",23.7,121,388,6,"TWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54639175257732
"1698","Tanzania",-6.369,34.8888,32,3,"TZA",885800,63.5790787988259,6047600,959.354688726875,65.015,44.0982381505459,53.3004626710946,2.60129917835952,56318348,"TZ","Sub-Saharan Africa ","LIC","Low income",0.0568198484799306,0.00532686079499349,9.375
"1699","Thailand",15,101,2551,38,"THA",510890,135.897206835131,10156316,6361.62499026563,76.931,17.0869888171064,71.0121180433042,11.9008931395893,69428524,"TH","East Asia & Pacific","UMC","Upper middle income",3.67428234539452,0.0547325476773783,1.48961191689534
"1700","Timor-Leste",-8.874217,125.727539,2,0,"TLS",14870,85.270477471419,NA,2759.52650321924,69.26,37.7806642722958,57.9028434336982,4.31649229400603,1267972,"TL","East Asia & Pacific","LMC","Lower middle income",0.157732189669803,0,0
"1701","Togo",8.6195,0.8248,76,3,"TGO",54390,145.046773303916,1745744,676.173403625576,60.76,41.334523499723,55.7960084891888,2.86946801108822,7889094,"TG","Sub-Saharan Africa ","LIC","Low income",0.963355234454045,0.0380271803073965,3.94736842105263
"1702","Trinidad and Tobago",10.6918,-61.2225,113,8,"TTO",5130,270.927485380117,544417,15161.0684555798,73.38,20.419572570427,68.8454739132406,10.7349535163324,1389858,"TT","Latin America & Caribbean ","HIC","High income",8.13032698304431,0.575598370481013,7.07964601769912
"1703","Tunisia",34,9,707,31,"TUN",155360,74.4413233779609,2290777,4401.05718965754,76.505,24.1701203463736,67.5142005746377,8.31567907898877,11565204,"TN","Middle East & North Africa","LMC","Lower middle income",6.11316497313839,0.26804542315034,4.38472418670438
"1704","Turkey",38.9637,35.2433,56956,1198,"TUR",769630,106.960128893104,14750771,15068.982383455,77.437,24.6494101390807,66.8673769209477,8.4832129399716,82319724,"TR","Europe & Central Asia","UMC","Upper middle income",69.1887645298714,1.45530128356601,2.10337804621111
"1705","Uganda",1,32,54,0,"UGA",200520,213.061734490325,2986352,710.081948117871,62.973,46.9305251819863,51.1284878975505,1.94098692046317,42723139,"UG","Sub-Saharan Africa ","LIC","Low income",0.126395207056298,0,0
"1706","Ukraine",48.3794,31.1656,2777,83,"UKR",579290,77.0296673514129,2956706,3110.19464582486,71.5826829268293,15.8124131732483,67.7529003875501,16.4346864392016,44622516,"UA","Europe & Central Asia","LMC","Lower middle income",6.22331560147796,0.186004751502582,2.98883687432481
"1707","United Arab Emirates",24,54,4123,22,"ARE",71020,135.609110109828,2785376,40782.4436240123,77.814,14.6035093701468,84.3114896450084,1.08500098484481,9630959,"AE","Middle East & North Africa","HIC","High income",42.8098593296888,0.228430003699528,0.533592044627698
"1708","United Kingdom",32.3078,-64.7505,57,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0.0060186266866148,7.01754385964912
"1709","United Kingdom",32.3078,-64.7505,57,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0.0015046566716537,1.75438596491228
"1710","United Kingdom",32.3078,-64.7505,57,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0.0135419100448833,15.7894736842105
"1711","United Kingdom",32.3078,-64.7505,57,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0,0
"1712","United Kingdom",32.3078,-64.7505,57,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0.0030093133433074,3.50877192982456
"1713","United Kingdom",32.3078,-64.7505,57,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0,0
"1714","United Kingdom",32.3078,-64.7505,57,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,15.9674165995891,18617.5438596491
"1715","United Kingdom",32.3078,-64.7505,57,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0,0
"1716","United Kingdom",32.3078,-64.7505,57,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0,0
"1717","United Kingdom",32.3078,-64.7505,57,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0.0015046566716537,1.75438596491228
"1718","United Kingdom",32.3078,-64.7505,57,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0857654302842609,0,0
"1719","United Kingdom",19.3133,-81.2546,53,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0.0060186266866148,7.54716981132075
"1720","United Kingdom",19.3133,-81.2546,53,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0.0015046566716537,1.88679245283019
"1721","United Kingdom",19.3133,-81.2546,53,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0.0135419100448833,16.9811320754717
"1722","United Kingdom",19.3133,-81.2546,53,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0,0
"1723","United Kingdom",19.3133,-81.2546,53,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0.0030093133433074,3.77358490566038
"1724","United Kingdom",19.3133,-81.2546,53,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0,0
"1725","United Kingdom",19.3133,-81.2546,53,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,15.9674165995891,20022.641509434
"1726","United Kingdom",19.3133,-81.2546,53,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0,0
"1727","United Kingdom",19.3133,-81.2546,53,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0,0
"1728","United Kingdom",19.3133,-81.2546,53,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0.0015046566716537,1.88679245283019
"1729","United Kingdom",19.3133,-81.2546,53,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.0797468035976461,0,0
"1730","United Kingdom",49.3723,-2.3644,431,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0.0060186266866148,0.928074245939675
"1731","United Kingdom",49.3723,-2.3644,431,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0.0015046566716537,0.232018561484919
"1732","United Kingdom",49.3723,-2.3644,431,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0.0135419100448833,2.08816705336427
"1733","United Kingdom",49.3723,-2.3644,431,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0,0
"1734","United Kingdom",49.3723,-2.3644,431,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0.0030093133433074,0.464037122969838
"1735","United Kingdom",49.3723,-2.3644,431,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0,0
"1736","United Kingdom",49.3723,-2.3644,431,10612,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,15.9674165995891,2462.18097447796
"1737","United Kingdom",49.3723,-2.3644,431,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0,0
"1738","United Kingdom",49.3723,-2.3644,431,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0,0
"1739","United Kingdom",49.3723,-2.3644,431,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0.0015046566716537,0.232018561484919
"1740","United Kingdom",49.3723,-2.3644,431,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.648507025482745,0,0
"1741","United Kingdom",36.1408,-5.3536,129,4,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0.0060186266866148,3.10077519379845
"1742","United Kingdom",36.1408,-5.3536,129,1,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0.0015046566716537,0.775193798449612
"1743","United Kingdom",36.1408,-5.3536,129,9,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0.0135419100448833,6.97674418604651
"1744","United Kingdom",36.1408,-5.3536,129,0,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0,0
"1745","United Kingdom",36.1408,-5.3536,129,2,"GBR",241930,274.82739222089,9046485,43324.5929697405,81.3560975609756,17.6780820689573,63.926052256896,18.3958656741466,66460344,"GB","Europe & Central Asia","HIC","High income",0.194100710643327,0.0030093133433074,1.55038759689922
