"","id","country","iso3c","admin_level_name","region","category","measure","targeted_pop_group","comments","non_compliance","date_implemented","source","source_type","link","alternative_source","alternative source","timestamp"
"79",3408,"Angola","AGO","Luanda","Africa","Public health measures","Strengthening the public health system","No","Tanker trucks to assure water supply in Luanda. The official also informed that the emergency plan for free water distribution will cover the other provinces of the country.","Not applicable",2020-03-28,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/2/13/Tanker-trucks-assure-water-supply-Luanda,0c7101f0-4208-47be-8acf-97da41d36741.html",2020-01-04,NA,2020-04-08 19:49:33
"80",3409,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","Yes","The Health minister said that as from Sunday (29th) gained the capacity to effect 50 to 100 Covid-19 tests a day.",NA,2020-03-29,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/Covid-Angola-increaes-testing-capacity,69fb8d86-1adb-4362-bb4b-6bfad0b4b80b.html",2020-01-04,NA,2020-04-08 19:49:33
"81",3410,"Angola","AGO","Cuito","Africa","Public health measures","Strengthening the public health system","Yes","The municipality of Cuito, capital of the province of Bié, will have this week a Treatment Center for patients infected with COVID-19, with a capacity for 30 beds, located in the Cavanga II district.","Not applicable",2020-03-30,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/14/Covid-Cuito-unveils-treatment-center,f0d71f17-d47e-429d-9e13-d84aab4163c4.html",2020-01-04,NA,2020-04-08 19:49:33
"82",3413,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","Yes","The medical goods for the prevention and treatment of COVID-19, in the country, are subject to the regulated price regime, says the press release from last Friday Council of Ministers Session.","Not available",2020-03-27,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/14/Authorities-watch-over-COVID-medicine-prices,ee491bc9-ecfd-414a-a209-3a8e7332d8c4.html",2020-04-01,"https://www.libyaobserver.ly/inbrief/ministry-interior-we-will-punish-curfew-violators",2020-04-08 19:49:33
"83",3468,"Angola","AGO","Cuanza Sul province","Africa","Public health measures","Strengthening the public health system","Yes","The Health Ministry has allocated 72 million kwanzas to assist the central Cuanza Sul province to purchase bio-security materials and training of staff for the prevention of the COVID-19 in that region.","Not applicable",2020-03-30,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/14/COVID-Health-Ministry-allocates-AKZ-million-Cuanza-Sul,31de4222-7469-40b9-aee6-7c5f26bf2eb8.html",2020-04-01,NA,2020-04-08 19:49:33
"84",3469,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","Yes","The management of Hotel IU made available to the Government of the province of Huambo, a total of 60 rooms as a place of institutional quarantine, for suspected cases of the Covid-19 (new Coronavirus) pandemic.","Not applicable",2020-03-30,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/2/14/Covid-Hotel-provides-rooms-for-institutional-quarantine,b27a49c3-8616-4d3a-bff3-ec99d0fedebd.html",2020-04-01,NA,2020-04-08 19:49:33
"85",4117,"Angola","AGO",NA,"Africa","Public health measures","Awareness campaigns","No","President tells people to stay home","Arrest/Detention",2020-04-01,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/politica/2020/3/14/Covid-President-tells-people-stay-home,e42fa125-9e0f-4009-9f5e-d9f66bbecbcf.html",2020-04-07,NA,2020-04-08 19:49:33
"86",4118,"Angola","AGO","Namibe","Africa","Public health measures","Strengthening the public health system","Yes","Three hotels are available to deal with possible cases of coronairus in the province of Namibe","Not applicable",2020-04-01,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/Covid-Namibe-avails-three-hotels-for-quarantine,702a69cc-07e5-4aa6-bd4a-8368f5b0ec64.html",2020-04-07,NA,2020-04-08 19:49:33
"87",4119,"Angola","AGO","Luanda province","Africa","Public health measures","Strengthening the public health system","Yes","The province of Luanda has 50 tanker trucks to distribute drinking water to the most needy people, under the contingency plan for the prevention of COVID-19 in the country.","Not applicable",2020-04-02,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/3/14/tanker-trucks-for-drinking-water-supply-Luanda,78b2ae21-7e46-4406-a3a3-c10a50f699c4.html",2020-04-07,NA,2020-04-08 19:49:33
"88",4120,"Angola","AGO",NA,"Africa","Public health measures","General recommendations","Yes","ERCA encourages media outlets to maintain professionalism","Not applicable",2020-04-02,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-ERCA-encourages-media-outlets-maintain-professionalism,b3bd1588-c84f-4db6-ab6a-6fee04f211b4.html",2020-04-07,NA,2020-04-08 19:49:33
"89",4121,"Angola","AGO",NA,"Africa","Social distancing","Schools closure ","Yes","Angolan public television broadcasts school lessons","Not applicable",2020-04-01,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/institucional/2020/3/14/Angolan-public-television-broadcasts-school-lessons,045ed0b8-1112-4ba5-98ea-d24c14371533.html",2020-04-07,NA,2020-04-08 19:49:33
"90",4122,"Angola","AGO","northern Zaire province","Africa","Public health measures","Strengthening the public health system","Yes","Zaire reinforces water supply to population in remote zones","Not applicable",2020-04-02,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/Covid-Zaire-reinforces-water-supply-population-remote-zones,406cd22b-6432-40ea-abe3-f322e0387bb1.html",2020-04-07,NA,2020-04-08 19:49:33
"91",4123,"Angola","AGO",NA,"Africa","Social distancing","Changes in prison-related policies","Yes","Cacanda prison creates isolation rooms. the institution has already restricted all visits and meals from the inmates' relatives as preventive measures","Not applicable",2020-04-02,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/3/14/Covid-Cacanda-prison-creates-isolation-rooms,8d9bbe92-7032-4ed5-a678-7610c479867c.html",2020-04-07,NA,2020-04-08 19:49:33
"92",4124,"Angola","AGO","Luanda","Africa","Public health measures","Strengthening the public health system","Yes","National Insurance Company (ENSA-E.P) has made available three properties located in Luanda to support measures aimed at preventing COVID-19 pandemic in the country.","Not applicable",2020-04-03,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-ENSA-provides-facilities-financial-support,fa60b385-5200-44af-acf0-310b321e0e30.html",2020-04-07,NA,2020-04-08 19:49:33
"93",4125,"Angola","AGO","Luanda","Africa","Public health measures","Strengthening the public health system","Yes","Cleaning and sanitation firms step up efforts. They are Sambiente Lda, Recoflix, Elisal, Vista West, whose operation actions are expected to cover almost everywhere in the country's capital.","Not applicable",2020-04-03,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/3/14/COVID-Cleaning-and-sanitation-firms-step-efforts,b25f5965-a483-4a38-b21d-3e1637aa323e.html",2020-04-07,NA,2020-04-08 19:49:33
"94",4126,"Angola","AGO",NA,"Africa","Public health measures","Strengthening the public health system","No","Government purchases 280 ventilators","Not applicable",2020-04-03,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Government-purchases-280-ventilators,e31dbcea-1314-460d-9e02-d249504a5e8e.html",2020-04-07,NA,2020-04-08 19:49:33
"95",4127,"Angola","AGO",NA,"Africa","Public health measures","Awareness campaigns","No","Opposition UNITA reaffirms institutional support for authorities","Not applicable",2020-04-03,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/sociedade/2020/3/14/Covid-Opposition-UNITA-reaffirms-institutional-support-for-authorities,8cf3e4d7-80c4-49b6-9c2b-e9214a3976da.html",2020-04-07,NA,2020-04-08 19:49:33
"96",4128,"Angola","AGO",NA,"Africa","Social distancing","Limit public gatherings","Yes","Prosecutor orders release of detainees in pre-trial detention","Not applicable",2020-04-04,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Prosecutor-orders-release-detainees-pre-trial-detention,2593d6d4-9190-4d06-95a5-cb309b63d558.html",2020-04-07,NA,2020-04-08 19:49:33
"97",4129,"Angola","AGO",NA,"Africa","Social distancing","Limit public gatherings","Yes","35 markets closed countrywide","Not applicable",2020-04-05,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-markets-closed-countrywide,99068242-cec8-468f-bda7-f7a7617cb510.html",2020-04-07,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Quissala-market-disinfected-after-closure,47ce6778-b21f-40e2-acb8-6be064951eb6.html",2020-04-08 19:49:33
"98",4130,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Emergency administrative structures activated or established","Yes","Angola has spent so far 4.5 billion Kwanzas (equivalent to USD 9 million) on expenses related to the prevention and fighting against Covid-19, said Inter-ministerial Commission.","Not applicable",2020-04-06,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/saude/2020/3/15/Covid-Over-AKz-bln-spent-fighting-coronavirus,3d041ffc-b42a-4443-92d5-23380841d8fc.html",2020-04-07,NA,2020-04-08 19:49:33
"99",4131,"Angola","AGO",NA,"Africa","Governance and socio-economic measures","Economic measures","Yes","Angola's National Bank (BNA) updated the legislation on the granting of subsidised credit to the real economy, by directing commercial banks to increase the minimum amount that must be granted by the end of 2020, that is, 2% of their net assets to 2.5%, to accelerate the diversification of domestic production.","Not applicable",2020-04-06,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/economia/2020/3/15/BNA-recommends-banks-increase-credit-economy,bbbfbcd0-cbaa-4643-98e8-aa8b324bf8a3.html",2020-04-07,NA,2020-04-08 19:49:33
"100",4144,"Angola","AGO",NA,"Africa","Social distancing","Limit public gatherings","Yes","National Statistics Institute (INE) suspended all data collection actions for households, companies and facilities, due to coronavirus pandemic.","Not applicable",2020-04-06,"ANGOP","Media","http://www.angop.ao/angola/en_us/noticias/economia/2020/3/15/National-Statistics-Institutes-suspends-operations,ca7ae6a9-16dd-4104-9255-6d20100b389c.html",2020-04-07,NA,2020-04-08 19:49:33
"101",9,"Antigua and Barbuda","ATG",NA,"Americas","Public health measures","Awareness campaigns","No","Sanitation and hygiene recommendations",NA,2020-03-13,"Prime Minister's Statement","Government","https://ab.gov.ag/media_page.php?page=227",2020-03-14,NA,2020-04-08 19:49:33
"102",848,"Antigua and Barbuda","ATG",NA,"Americas","Social distancing","Limit public gatherings","No","30 day ban on all parties and similar social events as a pre-emptive measure to prevent the contracting and spread of the coronavirus / covid-19.","Not available",2020-03-16,"Tourism Authority","Government","https://visitantiguabarbuda.com/contact-us/",2020-03-20,NA,2020-04-08 19:49:33
"103",981,"Antigua and Barbuda","ATG",NA,"Americas","Social distancing","Limit public gatherings","Yes","Measures implemented at water payment centers: Senior citizens given priority in customer queues; controlled lines at payment centers enforced; use of sanitation station required on entry to office; designated waiting area to facilitate social distancing",NA,2020-03-16,"Public Works Authority","Government","https://ab.gov.ag/pdf/APUA_COVID-19.pdf",2020-03-20,NA,2020-04-08 19:49:33
"104",982,"Antigua and Barbuda","ATG",NA,"Americas","Public health measures","Awareness campaigns","Yes","Members of the Antigua and Barbuda Hotels and Tourist Association met with officials from the Ministry of Health, the Antigua Workers Unions and the Ministry of Tourism to educate about COVID 19 action plan",NA,2020-03-03,"Press Release, Antigua & Barbuda Government","Government","https://ab.gov.ag/media_page.php?page=225",2020-03-20,NA,2020-04-08 19:49:33
"105",1000,"Antigua and Barbuda","ATG",NA,"Americas","Social distancing","Schools closure ","No","All educational institutions closed until 27 March 2020 with possibility of extension",NA,2020-03-15,"Ministry of education, Science, and Technology","Government","https://ab.gov.ag/pdf/MoEST_COVID-19_Closures.pdf",2020-03-20,NA,2020-04-08 19:49:33
"106",1013,"Antigua and Barbuda","ATG",NA,"Americas","Governance and socio-economic measures","Emergency administrative structures activated or established","No","Antigua Public Utilities Authority (APUA) created an internal taskforce  to recommend systematic business continuity plans that can be implemented",NA,2020-03-16,"Antigua & Barbuda Government","Government","https://ab.gov.ag/pdf/APUA_COVID-19.pdf",2020-03-20,NA,2020-04-08 19:49:33
